Time (CET/CEST),Day-ahead Total Load Forecast [MW] - Ireland (IE),Actual Total Load [MW] - Ireland (IE)
15.06.2021 15:00 - 15.06.2021 15:30,4026,3712
15.06.2021 15:30 - 15.06.2021 16:00,4058,3734
15.06.2021 16:00 - 15.06.2021 16:30,4092,3757
15.06.2021 16:30 - 15.06.2021 17:00,4132,3774
15.06.2021 17:00 - 15.06.2021 17:30,4173,3813
15.06.2021 17:30 - 15.06.2021 18:00,4204,3865
15.06.2021 18:00 - 15.06.2021 18:30,4153,3957
15.06.2021 18:30 - 15.06.2021 19:00,4076,3985
15.06.2021 19:00 - 15.06.2021 19:30,3964,4003
15.06.2021 19:30 - 15.06.2021 20:00,3856,3906
15.06.2021 20:00 - 15.06.2021 20:30,3776,3836
15.06.2021 20:30 - 15.06.2021 21:00,3696,3769
15.06.2021 21:00 - 15.06.2021 21:30,3638,3675
15.06.2021 21:30 - 15.06.2021 22:00,3554,3587
15.06.2021 22:00 - 15.06.2021 22:30,3513,3537
15.06.2021 22:30 - 15.06.2021 23:00,3430,3437
15.06.2021 23:00 - 15.06.2021 23:30,3274,3381
15.06.2021 23:30 - 16.06.2021 00:00,3094,3335
16.06.2021 00:00 - 16.06.2021 00:30,2959,3200
16.06.2021 00:30 - 16.06.2021 01:00,2849,3029
16.06.2021 01:00 - 16.06.2021 01:30,2751,2903
16.06.2021 01:30 - 16.06.2021 02:00,2674,2825
16.06.2021 02:00 - 16.06.2021 02:30,2623,2730
16.06.2021 02:30 - 16.06.2021 03:00,2589,2696
16.06.2021 03:00 - 16.06.2021 03:30,2569,2652
16.06.2021 03:30 - 16.06.2021 04:00,2552,2605
16.06.2021 04:00 - 16.06.2021 04:30,2544,2568
16.06.2021 04:30 - 16.06.2021 05:00,2554,2547
16.06.2021 05:00 - 16.06.2021 05:30,2591,2533
16.06.2021 05:30 - 16.06.2021 06:00,2632,2538
16.06.2021 06:00 - 16.06.2021 06:30,2805,2541
16.06.2021 06:30 - 16.06.2021 07:00,3019,2547
16.06.2021 07:00 - 16.06.2021 07:30,3288,2637
16.06.2021 07:30 - 16.06.2021 08:00,3561,2800
16.06.2021 08:00 - 16.06.2021 08:30,3784,3014
16.06.2021 08:30 - 16.06.2021 09:00,3931,3316
16.06.2021 09:00 - 16.06.2021 09:30,3984,3555
16.06.2021 09:30 - 16.06.2021 10:00,4026,3719
16.06.2021 10:00 - 16.06.2021 10:30,4038,3739
16.06.2021 10:30 - 16.06.2021 11:00,4054,3778
16.06.2021 11:00 - 16.06.2021 11:30,4074,3784
16.06.2021 11:30 - 16.06.2021 12:00,4091,3778
16.06.2021 12:00 - 16.06.2021 12:30,4118,3799
16.06.2021 12:30 - 16.06.2021 13:00,4135,3778
16.06.2021 13:00 - 16.06.2021 13:30,4124,3792
16.06.2021 13:30 - 16.06.2021 14:00,4054,3812
16.06.2021 14:00 - 16.06.2021 14:30,4051,3835
16.06.2021 14:30 - 16.06.2021 15:00,4044,3751
16.06.2021 15:00 - 16.06.2021 15:30,4052,3738
16.06.2021 15:30 - 16.06.2021 16:00,4084,3734
16.06.2021 16:00 - 16.06.2021 16:30,4105,3730
16.06.2021 16:30 - 16.06.2021 17:00,4154,3738
16.06.2021 17:00 - 16.06.2021 17:30,4191,3756
16.06.2021 17:30 - 16.06.2021 18:00,4220,3806
16.06.2021 18:00 - 16.06.2021 18:30,4160,3886
16.06.2021 18:30 - 16.06.2021 19:00,4059,3953
16.06.2021 19:00 - 16.06.2021 19:30,3948,3936
16.06.2021 19:30 - 16.06.2021 20:00,3857,3843
16.06.2021 20:00 - 16.06.2021 20:30,3777,3740
16.06.2021 20:30 - 16.06.2021 21:00,3694,3655
16.06.2021 21:00 - 16.06.2021 21:30,3644,3592
16.06.2021 21:30 - 16.06.2021 22:00,3555,3512
16.06.2021 22:00 - 16.06.2021 22:30,3501,3475
16.06.2021 22:30 - 16.06.2021 23:00,3443,3397
16.06.2021 23:00 - 16.06.2021 23:30,3297,3337
16.06.2021 23:30 - 17.06.2021 00:00,3126,3301
17.06.2021 00:00 - 17.06.2021 00:30,2977,3154
17.06.2021 00:30 - 17.06.2021 01:00,2862,3003
17.06.2021 01:00 - 17.06.2021 01:30,2762,2867
17.06.2021 01:30 - 17.06.2021 02:00,2684,2767
17.06.2021 02:00 - 17.06.2021 02:30,2640,2651
17.06.2021 02:30 - 17.06.2021 03:00,2598,2611
17.06.2021 03:00 - 17.06.2021 03:30,2565,2558
17.06.2021 03:30 - 17.06.2021 04:00,2547,2523
17.06.2021 04:00 - 17.06.2021 04:30,2551,2508
17.06.2021 04:30 - 17.06.2021 05:00,2566,2493
17.06.2021 05:00 - 17.06.2021 05:30,2587,2496
17.06.2021 05:30 - 17.06.2021 06:00,2642,2495
17.06.2021 06:00 - 17.06.2021 06:30,2810,2465
17.06.2021 06:30 - 17.06.2021 07:00,3021,2501
17.06.2021 07:00 - 17.06.2021 07:30,3287,2618
17.06.2021 07:30 - 17.06.2021 08:00,3544,2788
17.06.2021 08:00 - 17.06.2021 08:30,3768,3035
17.06.2021 08:30 - 17.06.2021 09:00,3909,3343
17.06.2021 09:00 - 17.06.2021 09:30,3966,3587
17.06.2021 09:30 - 17.06.2021 10:00,4014,3745
17.06.2021 10:00 - 17.06.2021 10:30,4011,3760
17.06.2021 10:30 - 17.06.2021 11:00,4020,3778
17.06.2021 11:00 - 17.06.2021 11:30,4036,3770
17.06.2021 11:30 - 17.06.2021 12:00,4035,3759
17.06.2021 12:00 - 17.06.2021 12:30,4050,3756
17.06.2021 12:30 - 17.06.2021 13:00,4062,3749
17.06.2021 13:00 - 17.06.2021 13:30,4059,3755
17.06.2021 13:30 - 17.06.2021 14:00,4010,3777
17.06.2021 14:00 - 17.06.2021 14:30,3981,3775
17.06.2021 14:30 - 17.06.2021 15:00,3987,3717
17.06.2021 15:00 - 17.06.2021 15:30,3995,3676
17.06.2021 15:30 - 17.06.2021 16:00,4010,3672
17.06.2021 16:00 - 17.06.2021 16:30,4034,3700
17.06.2021 16:30 - 17.06.2021 17:00,4066,3699
17.06.2021 17:00 - 17.06.2021 17:30,4107,3718
17.06.2021 17:30 - 17.06.2021 18:00,4130,3782
17.06.2021 18:00 - 17.06.2021 18:30,4079,3842
17.06.2021 18:30 - 17.06.2021 19:00,3997,3900
17.06.2021 19:00 - 17.06.2021 19:30,3895,3887
17.06.2021 19:30 - 17.06.2021 20:00,3803,3815
17.06.2021 20:00 - 17.06.2021 20:30,3727,3721
17.06.2021 20:30 - 17.06.2021 21:00,3658,3642
17.06.2021 21:00 - 17.06.2021 21:30,3610,3603
17.06.2021 21:30 - 17.06.2021 22:00,3535,3541
17.06.2021 22:00 - 17.06.2021 22:30,3480,3498
17.06.2021 22:30 - 17.06.2021 23:00,3420,3410
17.06.2021 23:00 - 17.06.2021 23:30,3267,3322
17.06.2021 23:30 - 18.06.2021 00:00,3105,3289
18.06.2021 00:00 - 18.06.2021 00:30,2962,3146
18.06.2021 00:30 - 18.06.2021 01:00,2839,2990
18.06.2021 01:00 - 18.06.2021 01:30,2730,2876
18.06.2021 01:30 - 18.06.2021 02:00,2647,2789
18.06.2021 02:00 - 18.06.2021 02:30,2592,2698
18.06.2021 02:30 - 18.06.2021 03:00,2554,2657
18.06.2021 03:00 - 18.06.2021 03:30,2545,2598
18.06.2021 03:30 - 18.06.2021 04:00,2520,2560
18.06.2021 04:00 - 18.06.2021 04:30,2520,2518
18.06.2021 04:30 - 18.06.2021 05:00,2534,2517
18.06.2021 05:00 - 18.06.2021 05:30,2562,2512
18.06.2021 05:30 - 18.06.2021 06:00,2626,2514
18.06.2021 06:00 - 18.06.2021 06:30,2810,2478
18.06.2021 06:30 - 18.06.2021 07:00,3017,2528
18.06.2021 07:00 - 18.06.2021 07:30,3284,2643
18.06.2021 07:30 - 18.06.2021 08:00,3544,2815
18.06.2021 08:00 - 18.06.2021 08:30,3758,3044
18.06.2021 08:30 - 18.06.2021 09:00,3895,3347
18.06.2021 09:00 - 18.06.2021 09:30,3951,3588
18.06.2021 09:30 - 18.06.2021 10:00,3991,3753
18.06.2021 10:00 - 18.06.2021 10:30,3993,3804
18.06.2021 10:30 - 18.06.2021 11:00,3998,3821
18.06.2021 11:00 - 18.06.2021 11:30,4007,3833
18.06.2021 11:30 - 18.06.2021 12:00,4014,3871
18.06.2021 12:00 - 18.06.2021 12:30,4021,3823
18.06.2021 12:30 - 18.06.2021 13:00,4049,3814
18.06.2021 13:00 - 18.06.2021 13:30,4035,3817
18.06.2021 13:30 - 18.06.2021 14:00,3968,3846
18.06.2021 14:00 - 18.06.2021 14:30,3942,3834
18.06.2021 14:30 - 18.06.2021 15:00,3928,3812
18.06.2021 15:00 - 18.06.2021 15:30,3919,3725
18.06.2021 15:30 - 18.06.2021 16:00,3927,3708
18.06.2021 16:00 - 18.06.2021 16:30,3932,3695
18.06.2021 16:30 - 18.06.2021 17:00,3959,3700
18.06.2021 17:00 - 18.06.2021 17:30,3994,3694
18.06.2021 17:30 - 18.06.2021 18:00,4016,3727
18.06.2021 18:00 - 18.06.2021 18:30,3976,3766
18.06.2021 18:30 - 18.06.2021 19:00,3896,3820
18.06.2021 19:00 - 18.06.2021 19:30,3812,3824
18.06.2021 19:30 - 18.06.2021 20:00,3722,3761
18.06.2021 20:00 - 18.06.2021 20:30,3630,3690
18.06.2021 20:30 - 18.06.2021 21:00,3541,3629
18.06.2021 21:00 - 18.06.2021 21:30,3490,3557
18.06.2021 21:30 - 18.06.2021 22:00,3417,3481
18.06.2021 22:00 - 18.06.2021 22:30,3374,3446
18.06.2021 22:30 - 18.06.2021 23:00,3337,3333
18.06.2021 23:00 - 18.06.2021 23:30,3216,3284
18.06.2021 23:30 - 19.06.2021 00:00,3086,3289
19.06.2021 00:00 - 19.06.2021 00:30,2968,3166
19.06.2021 00:30 - 19.06.2021 01:00,2854,3029
19.06.2021 01:00 - 19.06.2021 01:30,2752,2907
19.06.2021 01:30 - 19.06.2021 02:00,2672,2814
19.06.2021 02:00 - 19.06.2021 02:30,2608,2719
19.06.2021 02:30 - 19.06.2021 03:00,2553,2648
19.06.2021 03:00 - 19.06.2021 03:30,2513,2586
19.06.2021 03:30 - 19.06.2021 04:00,2488,2552
19.06.2021 04:00 - 19.06.2021 04:30,2475,2513
19.06.2021 04:30 - 19.06.2021 05:00,2463,2501
19.06.2021 05:00 - 19.06.2021 05:30,2444,2481
19.06.2021 05:30 - 19.06.2021 06:00,2454,2472
19.06.2021 06:00 - 19.06.2021 06:30,2535,2417
19.06.2021 06:30 - 19.06.2021 07:00,2644,2401
19.06.2021 07:00 - 19.06.2021 07:30,2807,2449
19.06.2021 07:30 - 19.06.2021 08:00,2975,2562
19.06.2021 08:00 - 19.06.2021 08:30,3165,2676
19.06.2021 08:30 - 19.06.2021 09:00,3333,2833
19.06.2021 09:00 - 19.06.2021 09:30,3478,3004
19.06.2021 09:30 - 19.06.2021 10:00,3588,3201
19.06.2021 10:00 - 19.06.2021 10:30,3641,3327
19.06.2021 10:30 - 19.06.2021 11:00,3669,3407
19.06.2021 11:00 - 19.06.2021 11:30,3681,3424
19.06.2021 11:30 - 19.06.2021 12:00,3680,3441
19.06.2021 12:00 - 19.06.2021 12:30,3686,3425
19.06.2021 12:30 - 19.06.2021 13:00,3684,3458
19.06.2021 13:00 - 19.06.2021 13:30,3651,3433
19.06.2021 13:30 - 19.06.2021 14:00,3585,3447
19.06.2021 14:00 - 19.06.2021 14:30,3528,3438
19.06.2021 14:30 - 19.06.2021 15:00,3477,3390
19.06.2021 15:00 - 19.06.2021 15:30,3466,3315
19.06.2021 15:30 - 19.06.2021 16:00,3448,3285
19.06.2021 16:00 - 19.06.2021 16:30,3481,3260
19.06.2021 16:30 - 19.06.2021 17:00,3521,3251
19.06.2021 17:00 - 19.06.2021 17:30,3578,3255
19.06.2021 17:30 - 19.06.2021 18:00,3639,3316
19.06.2021 18:00 - 19.06.2021 18:30,3645,3392
19.06.2021 18:30 - 19.06.2021 19:00,3585,3468
19.06.2021 19:00 - 19.06.2021 19:30,3517,3514
19.06.2021 19:30 - 19.06.2021 20:00,3432,3473
19.06.2021 20:00 - 19.06.2021 20:30,3356,3446
19.06.2021 20:30 - 19.06.2021 21:00,3292,3387
19.06.2021 21:00 - 19.06.2021 21:30,3236,3306
19.06.2021 21:30 - 19.06.2021 22:00,3200,3219
19.06.2021 22:00 - 19.06.2021 22:30,3175,3183
19.06.2021 22:30 - 19.06.2021 23:00,3138,3109
19.06.2021 23:00 - 19.06.2021 23:30,3042,3074
19.06.2021 23:30 - 20.06.2021 00:00,2943,3080
20.06.2021 00:00 - 20.06.2021 00:30,2853,2978
20.06.2021 00:30 - 20.06.2021 01:00,2757,2891
20.06.2021 01:00 - 20.06.2021 01:30,2661,2795
20.06.2021 01:30 - 20.06.2021 02:00,2599,2729
20.06.2021 02:00 - 20.06.2021 02:30,2547,2639
20.06.2021 02:30 - 20.06.2021 03:00,2491,2559
20.06.2021 03:00 - 20.06.2021 03:30,2451,2503
20.06.2021 03:30 - 20.06.2021 04:00,2413,2469
20.06.2021 04:00 - 20.06.2021 04:30,2395,2415
20.06.2021 04:30 - 20.06.2021 05:00,2383,2402
20.06.2021 05:00 - 20.06.2021 05:30,2348,2401
20.06.2021 05:30 - 20.06.2021 06:00,2333,2402
20.06.2021 06:00 - 20.06.2021 06:30,2356,2383
20.06.2021 06:30 - 20.06.2021 07:00,2427,2355
20.06.2021 07:00 - 20.06.2021 07:30,2520,2373
20.06.2021 07:30 - 20.06.2021 08:00,2636,2422
20.06.2021 08:00 - 20.06.2021 08:30,2780,2494
20.06.2021 08:30 - 20.06.2021 09:00,2933,2606
20.06.2021 09:00 - 20.06.2021 09:30,3088,2727
20.06.2021 09:30 - 20.06.2021 10:00,3215,2902
20.06.2021 10:00 - 20.06.2021 10:30,3322,3045
20.06.2021 10:30 - 20.06.2021 11:00,3407,3169
20.06.2021 11:00 - 20.06.2021 11:30,3472,3274
20.06.2021 11:30 - 20.06.2021 12:00,3510,3339
20.06.2021 12:00 - 20.06.2021 12:30,3551,3367
20.06.2021 12:30 - 20.06.2021 13:00,3577,3386
20.06.2021 13:00 - 20.06.2021 13:30,3557,3421
20.06.2021 13:30 - 20.06.2021 14:00,3512,3460
20.06.2021 14:00 - 20.06.2021 14:30,3457,3459
20.06.2021 14:30 - 20.06.2021 15:00,3412,3426
20.06.2021 15:00 - 20.06.2021 15:30,3387,3359
20.06.2021 15:30 - 20.06.2021 16:00,3370,3297
20.06.2021 16:00 - 20.06.2021 16:30,3385,3247
20.06.2021 16:30 - 20.06.2021 17:00,3409,3219
20.06.2021 17:00 - 20.06.2021 17:30,3467,3244
20.06.2021 17:30 - 20.06.2021 18:00,3512,3273
20.06.2021 18:00 - 20.06.2021 18:30,3528,3311
20.06.2021 18:30 - 20.06.2021 19:00,3493,3384
20.06.2021 19:00 - 20.06.2021 19:30,3458,3430
20.06.2021 19:30 - 20.06.2021 20:00,3386,3407
20.06.2021 20:00 - 20.06.2021 20:30,3324,3376
20.06.2021 20:30 - 20.06.2021 21:00,3270,3321
20.06.2021 21:00 - 20.06.2021 21:30,3235,3275
20.06.2021 21:30 - 20.06.2021 22:00,3185,3207
20.06.2021 22:00 - 20.06.2021 22:30,3132,3147
20.06.2021 22:30 - 20.06.2021 23:00,3106,3075
20.06.2021 23:00 - 20.06.2021 23:30,2995,3019
20.06.2021 23:30 - 21.06.2021 00:00,2859,2997
21.06.2021 00:00 - 21.06.2021 00:30,2762,2894
21.06.2021 00:30 - 21.06.2021 01:00,2665,2774
21.06.2021 01:00 - 21.06.2021 01:30,2589,2657
21.06.2021 01:30 - 21.06.2021 02:00,2520,2589
21.06.2021 02:00 - 21.06.2021 02:30,2479,2510
21.06.2021 02:30 - 21.06.2021 03:00,2439,2450
21.06.2021 03:00 - 21.06.2021 03:30,2414,2415
21.06.2021 03:30 - 21.06.2021 04:00,2386,2370
21.06.2021 04:00 - 21.06.2021 04:30,2397,2346
21.06.2021 04:30 - 21.06.2021 05:00,2409,2324
21.06.2021 05:00 - 21.06.2021 05:30,2437,2319
21.06.2021 05:30 - 21.06.2021 06:00,2493,2337
21.06.2021 06:00 - 21.06.2021 06:30,2669,2342
21.06.2021 06:30 - 21.06.2021 07:00,2872,2365
21.06.2021 07:00 - 21.06.2021 07:30,3147,2486
21.06.2021 07:30 - 21.06.2021 08:00,3409,2682
21.06.2021 08:00 - 21.06.2021 08:30,3651,2880
21.06.2021 08:30 - 21.06.2021 09:00,3814,3171
21.06.2021 09:00 - 21.06.2021 09:30,3895,3408
21.06.2021 09:30 - 21.06.2021 10:00,3973,3588
21.06.2021 10:00 - 21.06.2021 10:30,3990,3626
21.06.2021 10:30 - 21.06.2021 11:00,4011,3675
21.06.2021 11:00 - 21.06.2021 11:30,4041,3690
21.06.2021 11:30 - 21.06.2021 12:00,4072,3687
21.06.2021 12:00 - 21.06.2021 12:30,4081,3698
21.06.2021 12:30 - 21.06.2021 13:00,4104,3671
21.06.2021 13:00 - 21.06.2021 13:30,4107,3691
21.06.2021 13:30 - 21.06.2021 14:00,4052,3732
21.06.2021 14:00 - 21.06.2021 14:30,4052,3748
21.06.2021 14:30 - 21.06.2021 15:00,4061,3711
21.06.2021 15:00 - 21.06.2021 15:30,4075,3660
21.06.2021 15:30 - 21.06.2021 16:00,4092,3658
21.06.2021 16:00 - 21.06.2021 16:30,4112,3690
21.06.2021 16:30 - 21.06.2021 17:00,4157,3707
21.06.2021 17:00 - 21.06.2021 17:30,4197,3703
21.06.2021 17:30 - 21.06.2021 18:00,4214,3740
21.06.2021 18:00 - 21.06.2021 18:30,4142,3834
21.06.2021 18:30 - 21.06.2021 19:00,4039,3897
21.06.2021 19:00 - 21.06.2021 19:30,3940,3903
21.06.2021 19:30 - 21.06.2021 20:00,3839,3793
21.06.2021 20:00 - 21.06.2021 20:30,3759,3696
21.06.2021 20:30 - 21.06.2021 21:00,3691,3611
21.06.2021 21:00 - 21.06.2021 21:30,3639,3540
21.06.2021 21:30 - 21.06.2021 22:00,3557,3486
21.06.2021 22:00 - 21.06.2021 22:30,3489,3449
21.06.2021 22:30 - 21.06.2021 23:00,3414,3340
21.06.2021 23:00 - 21.06.2021 23:30,3257,3277
21.06.2021 23:30 - 22.06.2021 00:00,3098,3265
22.06.2021 00:00 - 22.06.2021 00:30,2963,3131
22.06.2021 00:30 - 22.06.2021 01:00,2850,2963
22.06.2021 01:00 - 22.06.2021 01:30,2757,2831
22.06.2021 01:30 - 22.06.2021 02:00,2682,2753
22.06.2021 02:00 - 22.06.2021 02:30,2633,2674
22.06.2021 02:30 - 22.06.2021 03:00,2594,2619
22.06.2021 03:00 - 22.06.2021 03:30,2570,2552
22.06.2021 03:30 - 22.06.2021 04:00,2556,2552
22.06.2021 04:00 - 22.06.2021 04:30,2553,2506
22.06.2021 04:30 - 22.06.2021 05:00,2577,2492
22.06.2021 05:00 - 22.06.2021 05:30,2592,2488
22.06.2021 05:30 - 22.06.2021 06:00,2642,2507
22.06.2021 06:00 - 22.06.2021 06:30,2810,2478
22.06.2021 06:30 - 22.06.2021 07:00,3020,2524
22.06.2021 07:00 - 22.06.2021 07:30,3285,2635
22.06.2021 07:30 - 22.06.2021 08:00,3547,2812
22.06.2021 08:00 - 22.06.2021 08:30,3781,3031
22.06.2021 08:30 - 22.06.2021 09:00,3929,3329
22.06.2021 09:00 - 22.06.2021 09:30,3997,3574
22.06.2021 09:30 - 22.06.2021 10:00,4048,3764
22.06.2021 10:00 - 22.06.2021 10:30,4060,3785
22.06.2021 10:30 - 22.06.2021 11:00,4071,3809
22.06.2021 11:00 - 22.06.2021 11:30,4094,3799
22.06.2021 11:30 - 22.06.2021 12:00,4110,3787
22.06.2021 12:00 - 22.06.2021 12:30,4123,3794
22.06.2021 12:30 - 22.06.2021 13:00,4154,3793
22.06.2021 13:00 - 22.06.2021 13:30,4146,3792
22.06.2021 13:30 - 22.06.2021 14:00,4078,3825
22.06.2021 14:00 - 22.06.2021 14:30,4069,3840
22.06.2021 14:30 - 22.06.2021 15:00,4077,3771
22.06.2021 15:00 - 22.06.2021 15:30,4082,3753
22.06.2021 15:30 - 22.06.2021 16:00,4101,3766
22.06.2021 16:00 - 22.06.2021 16:30,4123,3787
22.06.2021 16:30 - 22.06.2021 17:00,4162,3789
22.06.2021 17:00 - 22.06.2021 17:30,4197,3815
22.06.2021 17:30 - 22.06.2021 18:00,4229,3876
22.06.2021 18:00 - 22.06.2021 18:30,4186,3965
22.06.2021 18:30 - 22.06.2021 19:00,4076,4058
22.06.2021 19:00 - 22.06.2021 19:30,3967,4027
22.06.2021 19:30 - 22.06.2021 20:00,3857,3954
22.06.2021 20:00 - 22.06.2021 20:30,3780,3861
22.06.2021 20:30 - 22.06.2021 21:00,3705,3783
22.06.2021 21:00 - 22.06.2021 21:30,3651,3712
22.06.2021 21:30 - 22.06.2021 22:00,3575,3625
22.06.2021 22:00 - 22.06.2021 22:30,3517,3573
22.06.2021 22:30 - 22.06.2021 23:00,3454,3480
22.06.2021 23:00 - 22.06.2021 23:30,3311,3413
22.06.2021 23:30 - 23.06.2021 00:00,3132,3348
23.06.2021 00:00 - 23.06.2021 00:30,2989,3184
23.06.2021 00:30 - 23.06.2021 01:00,2881,3014
23.06.2021 01:00 - 23.06.2021 01:30,2793,2873
23.06.2021 01:30 - 23.06.2021 02:00,2714,2790
23.06.2021 02:00 - 23.06.2021 02:30,2664,2708
23.06.2021 02:30 - 23.06.2021 03:00,2622,2654
23.06.2021 03:00 - 23.06.2021 03:30,2600,2608
23.06.2021 03:30 - 23.06.2021 04:00,2579,2579
23.06.2021 04:00 - 23.06.2021 04:30,2584,2539
23.06.2021 04:30 - 23.06.2021 05:00,2593,2531
23.06.2021 05:00 - 23.06.2021 05:30,2603,2529
23.06.2021 05:30 - 23.06.2021 06:00,2661,2543
23.06.2021 06:00 - 23.06.2021 06:30,2835,2541
23.06.2021 06:30 - 23.06.2021 07:00,3041,2572
23.06.2021 07:00 - 23.06.2021 07:30,3314,2662
23.06.2021 07:30 - 23.06.2021 08:00,3578,2842
23.06.2021 08:00 - 23.06.2021 08:30,3815,3063
23.06.2021 08:30 - 23.06.2021 09:00,3957,3368
23.06.2021 09:00 - 23.06.2021 09:30,4028,3603
23.06.2021 09:30 - 23.06.2021 10:00,4077,3783
23.06.2021 10:00 - 23.06.2021 10:30,4086,3830
23.06.2021 10:30 - 23.06.2021 11:00,4095,3875
23.06.2021 11:00 - 23.06.2021 11:30,4118,3881
23.06.2021 11:30 - 23.06.2021 12:00,4119,3878
23.06.2021 12:00 - 23.06.2021 12:30,4127,3902
23.06.2021 12:30 - 23.06.2021 13:00,4143,3909
23.06.2021 13:00 - 23.06.2021 13:30,4140,3912
23.06.2021 13:30 - 23.06.2021 14:00,4075,3972
23.06.2021 14:00 - 23.06.2021 14:30,4067,3998
23.06.2021 14:30 - 23.06.2021 15:00,4057,3927
23.06.2021 15:00 - 23.06.2021 15:30,4061,3904
23.06.2021 15:30 - 23.06.2021 16:00,4071,3905
23.06.2021 16:00 - 23.06.2021 16:30,4085,3930
23.06.2021 16:30 - 23.06.2021 17:00,4132,3924
23.06.2021 17:00 - 23.06.2021 17:30,4174,3933
23.06.2021 17:30 - 23.06.2021 18:00,4199,3982
23.06.2021 18:00 - 23.06.2021 18:30,4151,4069
23.06.2021 18:30 - 23.06.2021 19:00,4064,4124
23.06.2021 19:00 - 23.06.2021 19:30,3955,4090
23.06.2021 19:30 - 23.06.2021 20:00,3862,3995
23.06.2021 20:00 - 23.06.2021 20:30,3779,3905
23.06.2021 20:30 - 23.06.2021 21:00,3689,3825
23.06.2021 21:00 - 23.06.2021 21:30,3648,3730
23.06.2021 21:30 - 23.06.2021 22:00,3554,3620
23.06.2021 22:00 - 23.06.2021 22:30,3496,3586
23.06.2021 22:30 - 23.06.2021 23:00,3467,3477
23.06.2021 23:00 - 23.06.2021 23:30,3323,3413
23.06.2021 23:30 - 24.06.2021 00:00,3147,3400
24.06.2021 00:00 - 24.06.2021 00:30,2992,3248
24.06.2021 00:30 - 24.06.2021 01:00,2871,3093
24.06.2021 01:00 - 24.06.2021 01:30,2776,2952
24.06.2021 01:30 - 24.06.2021 02:00,2692,2860
24.06.2021 02:00 - 24.06.2021 02:30,2634,2768
24.06.2021 02:30 - 24.06.2021 03:00,2599,2686
24.06.2021 03:00 - 24.06.2021 03:30,2580,2631
24.06.2021 03:30 - 24.06.2021 04:00,2562,2598
24.06.2021 04:00 - 24.06.2021 04:30,2559,2556
24.06.2021 04:30 - 24.06.2021 05:00,2567,2549
24.06.2021 05:00 - 24.06.2021 05:30,2593,2530
24.06.2021 05:30 - 24.06.2021 06:00,2642,2555
24.06.2021 06:00 - 24.06.2021 06:30,2817,2521
24.06.2021 06:30 - 24.06.2021 07:00,3021,2550
24.06.2021 07:00 - 24.06.2021 07:30,3284,2650
24.06.2021 07:30 - 24.06.2021 08:00,3554,2835
24.06.2021 08:00 - 24.06.2021 08:30,3791,3044
24.06.2021 08:30 - 24.06.2021 09:00,3939,3336
24.06.2021 09:00 - 24.06.2021 09:30,4011,3581
24.06.2021 09:30 - 24.06.2021 10:00,4058,3739
24.06.2021 10:00 - 24.06.2021 10:30,4052,3792
24.06.2021 10:30 - 24.06.2021 11:00,4072,3837
24.06.2021 11:00 - 24.06.2021 11:30,4091,3838
24.06.2021 11:30 - 24.06.2021 12:00,4095,3817
24.06.2021 12:00 - 24.06.2021 12:30,4102,3843
24.06.2021 12:30 - 24.06.2021 13:00,4122,3841
24.06.2021 13:00 - 24.06.2021 13:30,4109,3853
24.06.2021 13:30 - 24.06.2021 14:00,4055,3916
24.06.2021 14:00 - 24.06.2021 14:30,4044,3933
24.06.2021 14:30 - 24.06.2021 15:00,4051,3900
24.06.2021 15:00 - 24.06.2021 15:30,4040,3849
24.06.2021 15:30 - 24.06.2021 16:00,4057,3833
24.06.2021 16:00 - 24.06.2021 16:30,4075,3834
24.06.2021 16:30 - 24.06.2021 17:00,4114,3881
24.06.2021 17:00 - 24.06.2021 17:30,4154,3888
24.06.2021 17:30 - 24.06.2021 18:00,4178,3967
24.06.2021 18:00 - 24.06.2021 18:30,4138,4043
24.06.2021 18:30 - 24.06.2021 19:00,4076,4142
24.06.2021 19:00 - 24.06.2021 19:30,3982,4103
24.06.2021 19:30 - 24.06.2021 20:00,3886,4052
24.06.2021 20:00 - 24.06.2021 20:30,3812,3949
24.06.2021 20:30 - 24.06.2021 21:00,3742,3864
24.06.2021 21:00 - 24.06.2021 21:30,3678,3780
24.06.2021 21:30 - 24.06.2021 22:00,3592,3711
24.06.2021 22:00 - 24.06.2021 22:30,3536,3614
24.06.2021 22:30 - 24.06.2021 23:00,3481,3507
24.06.2021 23:00 - 24.06.2021 23:30,3334,3416
24.06.2021 23:30 - 25.06.2021 00:00,3167,3358
25.06.2021 00:00 - 25.06.2021 00:30,3025,3205
25.06.2021 00:30 - 25.06.2021 01:00,2912,3061
25.06.2021 01:00 - 25.06.2021 01:30,2814,2913
25.06.2021 01:30 - 25.06.2021 02:00,2736,2822
25.06.2021 02:00 - 25.06.2021 02:30,2686,2742
25.06.2021 02:30 - 25.06.2021 03:00,2640,2680
25.06.2021 03:00 - 25.06.2021 03:30,2610,2621
25.06.2021 03:30 - 25.06.2021 04:00,2588,2571
25.06.2021 04:00 - 25.06.2021 04:30,2591,2550
25.06.2021 04:30 - 25.06.2021 05:00,2608,2557
25.06.2021 05:00 - 25.06.2021 05:30,2640,2558
25.06.2021 05:30 - 25.06.2021 06:00,2677,2585
25.06.2021 06:00 - 25.06.2021 06:30,2830,2576
25.06.2021 06:30 - 25.06.2021 07:00,3021,2585
